question-id,item,grammartical_item,construct,encoding
q3322,try out new things,i try out new things,variety-seeking,1.0
q3323,try to act fairly in all situations,i try to act fairly in all situations,not assigned,
q3324,try to add some humor to whatever i do,i try to add some humor to whatever i do,humor/playfulness,1.0
q3325,try to always be open and honest about my feelings,i try to always be open and honest about my feelings,not assigned,
q3326,try to always tell the truth,i try to always tell the truth,not assigned,
q3327,try to avoid coarse people,i try to avoid coarse people,not assigned,
q3328,try to avoid complex people,i try to avoid complex people,creativity/originality,-1.0
q3329,try to avoid speaking in public,i try to avoid speaking in public,not assigned,
q3330,try to be with someone else when i am feeling badly,i try to be with someone else when i am feeling badly,not assigned,
q3331,try to cheat others,i try to cheat others,not assigned,
q3332,try to do too difficult things,i try to do too difficult things,adventurousness,1.0
q3333,try to examine myself objectively,i try to examine myself objectively,intellectual-complexity,1.0
q3334,try to fit in with others,i try to fit in with others,not assigned,
q3335,try to follow the rules,i try to follow the rules,impression-management,1.0
q3336,try to fool others,i try to fool others,morality,-1.0
q3337,try to forgive and forget,i try to forgive and forget,compassion,1.0
q3338,try to get rid of my prejudices,i try to get rid of my prejudices,not assigned,
q3339,try to have fun in all kinds of situations,i try to have fun in all kinds of situations,humor/playfulness,1.0
q3340,try to have good reasons for my important decisions,i try to have good reasons for my important decisions,judgment/open-mindedness,1.0
q3341,try to identify the reasons for my actions,i try to identify the reasons for my actions,judgment/open-mindedness,1.0
q3342,try to impress others,i try to impress others,greed avoidance,-1.0
q3343,try to keep my life simple with very few possessions,i try to keep my life simple with very few possessions,not assigned,
q3344,try to lead others,i try to lead others,assertiveness,1.0
q3345,try to maintain a pleasant atmosphere,i try to maintain a pleasant atmosphere,trust,1.0
q3346,try to make my group members happy,i try to make my group members happy,leadership,1.0
q3347,try to make sure everyone in a group feels included,i try to make sure everyone in a group feels included,leadership,1.0
q3348,try to meet people i find attractive,i try to meet people i find attractive,not assigned,
q3349,try to outdo others,i try to outdo others,dominance,1.0
q3350,try to please everyone,i try to please everyone,conformity/dependence/need for approval,1.0
q3351,try to prevent quarrels,i try to prevent quarrels,not assigned,
q3352,try to provoke others just to get a response,i try to provoke others just to get a response,not assigned,
q3353,try to respond with understanding when someone treats me badly,i try to respond with understanding when someone treats me badly,forgiveness/mercy,1.0
q3354,try to stay in touch with myself,i try to stay in touch with myself,femininity,1.0
q3355,try to stay inside when the weather is bad,i try to stay inside when the weather is bad,risk-taking/sensation-seeking/thrill-seeking,-1.0
q3356,try to surpass others accomplishments,i try to surpass others accomplishments,achievement-striving,1.0
q3357,try to tease my friends out of their gloomy moods,i try to tease my friends out of their gloomy moods,humor/playfulness,1.0
q3358,try to understand myself,i try to understand myself,introspection/private self-consciousness,1.0
q3359,turn my back on others,i turn my back on others,morality,-1.0
q3360,turn people against each other,i turn people against each other,not assigned,
q3361,turn plans into actions,i turn plans into actions,assertiveness,1.0
q3362,turn red with anger,i turn red with anger,not assigned,
q3363,turn ugly when i drink too much,i turn ugly when i drink too much,not assigned,
q3364,typically spend much of the day daydreaming,i typically spend much of the day daydreaming,not assigned,
q3365,underestimate myself,i underestimate myself,not assigned,
q3366,understand people who think differently,i understand people who think differently,complexity,1.0
q3367,understand the reasons when i feel very excited or happy,i understand the reasons when i feel very excited or happy,hypomanic mood intensity,-1.0
q3368,understand things quickly,i understand things quickly,not assigned,
q3369,undertake few things on my own,i undertake few things on my own,self-efficacy,-1.0
q3370,urge others to behave themselves,i urge others to behave themselves,not assigned,
q3371,use a lot of medications,i use a lot of medications,not assigned,
q3372,use difficult words,i use difficult words,language mastery,1.0
q3373,use flattery to get ahead,i use flattery to get ahead,self-acceptance,-1.0
q3374,use laughter to brighten the days of others,i use laughter to brighten the days of others,humor/playfulness,1.0
q3375,use magic to ward off bad thoughts about me,i use magic to ward off bad thoughts about me,irrational beliefs,1.0
q3376,use my attractiveness to get what i want,i use my attractiveness to get what i want,not assigned,
q3377,use my body language to attract others,i use my body language to attract others,not assigned,
q3378,use my brain,i use my brain,intellect,1.0
q3379,use my charm to get attention,i use my charm to get attention,not assigned,
q3380,use my looks to get what i want,i use my looks to get what i want,exhibitionism,1.0
q3381,use others for my own ends,i use others for my own ends,morality,-1.0
q3382,use sex to get what i want,i use sex to get what i want,not assigned,
q3383,use swear words,i use swear words,self-control/self-regulation,-1.0
q3384,used a computer,i used a computer,interest in computing,1.0
q3385,used a computer for social networking,i used a computer for social networking,interest in social media,1.0
q3386,used an exercise machine,i used an exercise machine,interest in exercise,1.0
q3387,used an mp3 player or ipod,i used an mp3 player or ipod,interest in music,1.0
q3388,used both sides of a piece of paper before discarding it,i used both sides of a piece of paper before discarding it,interest in environmentalism,1.0
q3389,used ebay to buy or sell something,i used ebay to buy or sell something,interest in shopping,1.0
q3390,used instant messaging to chat online,i used instant messaging to chat online,interest in social media,1.0
q3391,used public transportation,i used public transportation,interest in environmentalism,1.0
q3392,usually believe that my friends will abandon me,i usually believe that my friends will abandon me,relationship insecurity,1.0
q3393,usually demand that i do better the next time even when i have done something very well,i usually demand that i do better the next time even when i have done something very well,not assigned,
